id,label,x,y
1,0,479379.698,1002444.056
2,0,485668.6338,971715.5086
3,0,485243.9009,971579.1025
4,0,483628.7969,971026.0934
5,0,483350.2168,970952.7506
6,0,482832.7543,970752.812
7,0,481611.9058,970260.3558
8,0,481253.8572,970160.4414
9,0,486358.7021,971955.3564
10,0,499101.819,1047424.372
11,0,496487.1182,1047411.212
12,0,496367.6752,1047257.9
13,0,495746.308,1053885.852
14,0,496136.7901,1053479.085
15,0,490912.9464,1048679.139
16,0,490456.2138,1048358.801
17,0,490264.2256,1047872.259
18,0,498823.7989,1047217.32
19,0,490397.0049,1050359.41
20,0,486673.5697,972061.7374
21,0,488577.0179,971134.3616
22,0,494301.5131,949704.4141
23,0,494454.1314,949891.2315
24,0,494766.2313,950251.5566
25,0,495164.6357,950231.297
26,0,494925.6745,950104.6304
27,0,489598.7801,972130.8987
28,0,489651.5567,971390.9211
29,0,486007.0543,971851.9482
30,0,489034.3343,970267.5773
31,0,487986.2206,969927.7122
32,0,487668.0955,970451.3516
33,0,487296.5942,969607.974
34,0,487442.1583,969307.7042
35,0,486941.258,968751.2842
36,0,489343.3783,972487.8823
37,0,488825.6823,971244.2282
38,0,488553.6343,969927.5511
39,0,490145.3446,1049986.273
40,0,489781.0953,1049559.431
41,0,489589.3865,1050106.22
42,0,486033.3174,1046393.093
43,0,485635.9637,1046659.953
44,0,485265.2692,1046233.65
45,0,488548.5456,1045778.966
46,0,488720.7531,1045472.27
47,0,489197.6296,1045885.265
48,0,489938.9973,1045138.663
49,0,485239.5226,1048007.474
50,0,489448.962,1044938.637
51,0,488151.2944,1044871.969
52,0,488164.6509,1045325.524
53,0,487648.1804,1045139.333
54,0,497609.3137,1053002.233
55,0,498010.1038,1052628.515
56,0,496970.458,1050454.948
57,0,497043.3883,1050538.259
58,0,488826.6682,1044432.011
59,0,484815.8139,1048407.463
60,0,484220.0875,1048247.48
61,0,484060.8988,1047967.522
62,0,489483.7035,1050226.541
63,0,489503.5672,1051266.766
64,0,489205.8836,1050839.911
65,0,489093.2526,1050613.163
66,0,497261.1597,1043416.876
67,0,496539.6737,1044023.814
68,0,495506.7859,1043736.997
69,0,494493.6632,1044843.91
70,0,494215.6599,1045037.699
71,0,493977.3226,1045324.168
72,0,490376.6711,1047359.018
73,0,491032.2957,1048358.661
74,0,490807.0446,1047925.368
75,0,487900.5256,1047499.734
76,0,483001.6283,1047768.313
77,0,483425.4814,1047727.701
78,0,483915.2947,1047407.534
79,0,493710.7575,949658.1584
80,0,493498.8056,949731.6438
81,0,493140.1065,949544.8629
82,0,494819.1469,949644.6974
83,0,504937.7568,967784.2634
84,0,505803.4571,967294.3541
85,0,508444.0872,964620.8882
86,0,508271.4314,964654.376
87,0,508420.9035,965267.6721
88,0,508131.945,965624.5314
89,0,507767.0745,965420.8611
90,0,503866.0842,968374.2459
91,0,507541.5002,965187.6404
92,0,509210.5673,963044.0115
93,0,509366.4994,963251.0974
94,0,510335.0062,964154.4643
95,0,510152.5321,964208.1541
96,0,509528.6384,964191.2451
97,0,509379.612,963830.8435
98,0,509233.972,963671.0857
99,0,509426.3733,963104.2032
100,0,503640.4846,968364.3658
101,0,503783.2051,968324.4473
102,0,503501.2124,968227.3055
103,0,523123.8462,969660.8037
104,0,523405.751,969817.7311
105,0,523134.0463,969837.2974
106,0,522908.4764,969793.7892
107,0,519026.546,966054.5253
108,0,519222.0795,966404.6322
109,0,518983.2752,966294.5874
110,0,518823.8294,966394.5899
111,0,518850.4159,966171.2814
112,0,513092.1209,966977.5512
113,0,512836.5312,967182.551
114,0,513317.6704,967161.0118
115,0,513251.5267,966950.981
116,0,511518.2781,966900.179
117,0,511612.9273,966930.2772
118,0,503431.5238,968787.8174
119,0,504164.7354,968614.3559
120,0,510950.43,957200.1754
121,0,497109.4685,1050648.193
